imdb_id,label,title
106332,7,Farewell My Concubine (1993)
107004,7,Geronimo: An American Legend (1993)
109920,10,A Good Man in Africa (1994)
113674,10,Live Nude Girls (1995)
110123,10,In the Army Now (1994)
107290,0,Jurassic Park (1993)
111689,10,What Happened Was... (1994)
107616,10,Much Ado About Nothing (1993)
107808,24,A Perfect World (1993)
107822,7,The Piano (1993)
107983,3,Romeo Is Bleeding (1993)
108122,10,Short Cuts (1993)
108238,3,Striking Distance (1993)
89256,7,Harem (1985)
107688,12,The Nightmare Before Christmas (1993)
110623,10,Naked in New York (1993)
110366,10,The Little Rascals (1994)
112651,21,The Celluloid Closet (1995)
107642,10,Cafí© au lait (1993)
100405,10,Pretty Woman (1990)
65214,3,The Wild Bunch (1969)
82509,12,Heavy Metal (1981)
113083,7,The Flower of My Secret (1995)
116414,10,Girl 6 (1996)
117517,7,Roula (1995)
54189,24,Purple Noon (1960)
52572,7,Apur Sansar (1959)
81759,7,Windows (1980)
117784,7,Sunset Park (1996)
113429,12,"Institute Benjamenta, or This Dream That One Calls Human Life (1995)"
116405,10,Getting Away with Murder (1996)
115624,3,Barb Wire (1996)
112691,12,A Close Shave (1995)
40366,24,Force of Evil (1948)
117768,10,The Stupids (1996)
42644,0,Kim (1950)
108211,7,Stalingrad (1993)
116833,10,The Last of the High Kings (1996)
113211,7,The Grass Harp (1995)
94265,10,Life Is Rosy (1987)
84898,7,Wend Kuuni (1982)
112568,24,A Boy Called Hate (1995)
117999,7,Two Deaths (1995)
116191,10,Emma (1996)
53459,7,Les yeux sans visage (1960)
117826,10,Bordello of Blood (1996)
113080,7,Flirt (1995)
51980,7,The Ballad of Narayama (1958)
100840,7,Un week-end sur deux (1990)
115736,24,Bound (1996)
116418,10,Girls Town (1996)
43278,7,An American in Paris (1951)
33870,24,The Maltese Falcon (1941)
43014,7,Sunset Blvd. (1950)
50105,7,An Affair to Remember (1957)
45537,10,The Band Wagon (1953)
51658,10,Gigi (1958)
52126,10,The Reluctant Debutante (1958)
25878,10,The Thin Man (1934)
32599,10,His Girl Friday (1940)
36241,10,The Outlaw (1943)
33891,10,Meet John Doe (1941)
22879,7,A Farewell to Arms (1932)
118742,7,Bliss (1997)
117039,14,Michael Collins (1996)
117473,19,The Rich Man's Wife (1996)
115994,10,Curdled (1996)
106611,0,Cool Runnings (1993)
104692,22,The Lawnmower Man (1992)
116409,0,The Ghost and the Darkness (1996)
115600,7,Azí_car amarga (1996)
117509,7,Romeo + Juliet (1996)
37101,24,"Murder, My Sweet (1944)"
109823,8,For the Moment (1993)
92890,7,Dirty Dancing (1987)
115870,10,Charms Zwischenfí_lle (1996)
113057,7,La fille seule (1995)
116422,10,Glory Daze (1995)
82340,3,Escape from New York (1981)
71853,0,Monty Python and the Holy Grail (1975)
84589,14,The Return of Martin Guerre (1982)
99703,24,The Grifters (1990)
102426,10,Mediterraneo (1991)
97937,14,My Left Foot (1989)
105488,10,Strictly Ballroom (1992)
96257,21,The Thin Blue Line (1988)
56172,0,Lawrence of Arabia (1962)
64116,1,Once Upon a Time in the West (1968)
78748,22,Alien (1979)
70735,10,The Sting (1973)
100519,10,Rosencrantz & Guildenstern Are Dead (1990)
23969,10,Duck Soup (1933)
88794,10,Better Off Dead... (1985)
92005,0,Stand by Me (1986)
88763,0,Back to the Future (1985)
66206,14,Patton (1970)
101640,7,Raise the Red Lantern (1991)
96332,7,The Unbearable Lightness of Being (1988)
91867,7,A Room with a View (1985)
89886,10,Real Genius (1985)
116601,10,I'm Not Rappaport (1996)
82010,10,An American Werewolf in London (1981)
51418,22,The Blob (1958)
103874,5,Dracula (1992)
119791,7,Nightwatch (1997)
115988,7,The Crucible (1996)
42354,7,Strange Deception (1951)
84726,3,Star Trek II: The Wrath of Khan (1982)
117119,0,My Fellow Americans (1996)
116996,10,Mars Attacks! (1996)
115906,10,Citizen Ruth (1996)
105435,10,Sneakers (1992)
117690,7,Some Mother's Son (1996)
118163,14,The Whole Wide World (1996)
118100,24,Thieves (1996)
120414,10,Underworld (1996)
110425,22,La machine (1994)
106266,10,Amos & Andrew (1993)
117907,21,A Tickle in the Heart (1996)
118042,21,Unforgotten: Twenty-Five Years After Willowbrook (1996)
116783,7,Kissed (1996)
118541,10,8 Heads in a Duffel Bag (1997)
118783,7,A Brother's Kiss (1997)
118771,3,Breakdown (1997)
120383,3,"Truth or Consequences, N.M. (1997)"
117775,10,Sudden Manhattan (1996)
116502,10,Head Above Water (1996)
116384,7,Gabbeh (1996)
117076,7,Mondo (1995)
113425,24,The Innocent Sleep (1996)
116930,10,Love Serenade (1996)
119152,0,Free Willy 3: The Rescue (1997)
119675,22,Mimic (1997)
102494,7,My Own Private Idaho (1991)
119465,10,"Kiss Me, Guido (1997)"
119174,7,The Game (1997)
119123,3,Fire Down Below (1997)
120402,7,Ulee's Gold (1997)
120192,3,Stag (1997)
119345,22,I Know What You Did Last Summer (1997)
119324,10,The House of Yes (1997)
118689,0,Bean (1997)
120490,7,Welcome to Sarajevo (1997)
118901,10,Critical Care (1997)
118804,10,The Butcher Boy (1997)
119303,10,Home Alone 3 (1997)
116976,7,Man of Her Dreams (1997)
119819,10,Office Killer (1997)
119314,7,The Horse Whisperer (1998)
119655,3,Men of Means (1998)
120820,10,Senseless (1998)
116845,7,The Leading Man (1996)
120693,10,Half Baked (1998)
112913,24,Fallen Angels (1995)
119815,3,Four Days in September (1997)
120594,24,B. Monkey (1998)
119594,24,Twilight (1998)
120241,10,Suicide Kings (1997)
120219,21,Storefront Hitchcock (1998)
120108,7,The Proposition (1998)
119905,10,The Players Club (1998)
124295,21,The Big One (1997)
119139,10,Follow the Bitch (1996)
119272,3,Heaven's Burning (1997)
120728,10,The Last Days of Disco (1998)
119792,7,Nil by Mouth (1997)
117443,19,Ratchet (1996)
138563,21,Kurt & Courtney (1998)
120841,3,Species II (1998)
120800,12,Quest for Camelot (1998)
150290,21,Dear Jesse (1998)
116141,8,Dream for an Insomniac (1996)
122529,10,Henry Fool (1997)
122151,3,Lethal Weapon 4 (1998)
36872,10,Going My Way (1944)
47296,24,On the Waterfront (1954)
64665,7,Midnight Cowboy (1969)
75148,7,Rocky (1976)
65063,10,Take the Money and Run (1969)
67309,24,Klute (1971)
88847,10,The Breakfast Club (1985)
89686,22,A Nightmare on Elm Street 2: Freddy's Revenge (1985)
95742,22,A Nightmare on Elm Street 4: The Dream Master (1988)
82418,22,Friday the 13th Part 2 (1981)
97388,0,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
95271,22,Halloween 4: The Return of Michael Myers (1988)
94862,22,Child's Play (1988)
103956,3,Child's Play 3 (1991)
97733,3,Lethal Weapon 2 (1989)
104714,3,Lethal Weapon 3 (1992)
120746,3,The Mask of Zorro (1998)
70723,22,Soylent Green (1973)
17136,7,Metropolis (1927)
54594,10,The Absent Minded Professor (1961)
88814,12,The Black Cauldron (1985)
62737,10,Blackbeard's Ghost (1968)
52722,0,Darby O'Gill and the Little People (1959)
106868,0,A Far Off Place (1993)
124115,7,Seventh Heaven (1997)
90203,7,The Trip to Bountiful (1985)
96734,10,The 'Burbs (1989)
89126,10,Fandango (1985)
90756,7,Blue Velvet (1986)
97757,12,The Little Mermaid (1989)
76618,12,The Rescuers (1977)
89908,0,Return to Oz (1985)
84827,3,TRON (1982)
79367,10,The Jerk (1979)
83798,10,Dead Men Don't Wear Plaid (1982)
86066,24,The Outsiders (1983)
87050,22,Children of the Corn (1984)
120832,24,Snake Eyes (1998)
91790,10,Pretty in Pink (1986)
120692,10,All I Wanna Do (1998)
61107,19,Torn Curtain (1966)
120724,3,Knock Off (1998)
119892,24,Phoenix (1998)
35279,19,Saboteur (1942)
128442,24,Rounders (1998)
123755,7,Cube (1997)
75040,10,Seven Beauties (1975)
73817,0,Travolti da un insolito destino nell'azzurro mare d'agosto (1974)
87359,7,"Grandview, U.S.A. (1984)"
101523,10,The Butcher's Wife (1991)
104257,7,A Few Good Men (1992)
107211,7,Indecent Proposal (1993)
120812,3,Rush Hour (1998)
113658,7,Lilian's Story (1996)
122690,3,Ronin (1998)
84787,22,The Thing (1982)
122642,3,One Tough Cop (1998)
124819,10,Orgazmo (1997)
120877,3,Vampires (1998)
119643,7,Meet Joe Black (1998)
73747,22,The Stepford Wives (1975)
56142,3,King Kong vs. Godzilla (1962)
89155,10,Fletch (1985)
93756,10,Police Academy 4: Citizens on Patrol (1987)
120595,0,Babe: Pig in the City (1998)
165494,10,Ringmaster (1998)
89961,0,Santa Claus: The Movie (1985)
88011,3,Romancing the Stone (1984)
41650,0,Mighty Joe Young (1949)
150915,14,Hilary and Jackie (1998)
120391,10,24 7: Twenty Four Seven (1997)
139699,10,Varsity Blues (1999)
93072,0,The Garbage Pail Kids Movie (1987)
99636,5,Gate 2: The Trespassers (1990)
92112,10,Trick or Treat (1986)
91738,10,Peggy Sue Got Married (1986)
90567,24,52 Pick-Up (1986)
149151,10,Still Crazy (1998)
137338,10,200 Cigarettes (1999)
134273,13,8MM (1999)
181322,10,The Breaks (1999)
119054,10,Eight Days a Week (1997)
134948,10,Just the Ticket (1999)
109415,22,Children of the Corn III: Urban Harvest (1995)
51744,24,House on Haunted Hill (1959)
78740,3,The Concorde... Airport '79 (1979)
120859,10,Telling You (1998)
160429,12,The King and I (1999)
49408,14,The King and I (1956)
119665,10,Metroland (1997)
166195,10,Foolish (1999)
128370,7,NíÇ (1998)
168950,21,Let It Come Down: The Life of Paul Bowles (1998)
165078,7,After Life (1998)
32818,0,The Mummy's Hand (1940)
82766,14,Mommie Dearest (1981)
36931,5,House of Frankenstein (1944)
50280,22,The Curse of Frankenstein (1957)
49370,22,It Conquered the World (1956)
143924,10,Promise Her Anything (1999)
120802,7,The Red Violin (1998)
130827,24,Run Lola Run (1998)
120370,21,Trekkies (1997)
162677,24,Summer of Sam (1999)
101318,7,The Lovers on the Bridge (1991)
163651,10,American Pie (1999)
56193,24,Lolita (1962)
92068,10,Mí©nage (1986)
92534,3,Allan Quatermain and the Lost City of Gold (1986)
144168,10,Dick (1999)
129167,12,The Iron Giant (1999)
120709,7,Illuminata (1998)
119614,21,Marcello Mastroianni: I Remember (1997)
66765,10,And Now for Something Completely Different (1971)
94737,10,Big (1988)
104839,0,Medicine Man (1992)
120657,3,The 13th Warrior (1999)
125971,10,Outside Providence (1999)
157183,10,West Beirut (1998)
118843,10,"Black Cat, White Cat (1998)"
127296,10,Splendor (1999)
125879,7,Lulu on the Bridge (1998)
73812,7,Tommy (1975)
99558,3,Armour of God 2: Operation Condor (1991)
79714,5,Phantasm (1979)
91799,22,Psycho III (1986)
171804,14,Boys Don't Cry (1999)
150574,10,"Five Wives, Three Secretaries and Me (1998)"
86617,7,The Year of Living Dangerously (1982)
46126,24,Niagara (1953)
104507,7,Indochine (1992)
79709,24,Penitentiary (1979)
160916,10,The Story of Us (1999)
119114,10,Fever Pitch (1997)
192194,10,Julien Donkey-Boy (1999)
93206,7,Hong gao liang (1987)
144640,10,Three to Tango (1999)
99710,7,The Guardian (1990)
16630,10,Battling Butler (1926)
82121,10,Bustin' Loose (1981)
83767,10,Creepshow (1982)
70608,12,Robin Hood (1973)
48380,10,Mister Roberts (1955)
83254,10,Under the Rainbow (1981)
61789,10,How I Won the War (1967)
165773,7,Felicia's Journey (1999)
179196,0,"Goodbye, 20th Century (1998)"
143145,3,The World Is Not Enough (1999)
84357,22,The Living Dead Girl (1982)
93512,7,Maurice (1987)
161023,7,Tumbleweeds (1999)
97717,10,Lauderdale (1989)
144715,7,Holy Smoke (1999)
99165,10,The Bonfire of the Vanities (1990)
79239,7,The Great Santini (1979)
24645,3,Tarzan the Fearless (1933)
96328,21,U2: Rattle and Hum (1988)
20668,24,The Bat Whispers (1930)
162866,7,The Emperor and the Assassin (1998)
47630,0,Ulysses (1954)
174856,14,The Hurricane (1999)
145653,7,Angela's Ashes (1999)
119699,3,Montana (1998)
156812,10,My Dog Skip (2000)
65436,10,Auch Zwerge haben klein angefangen (1970)
40552,0,The Loves of Carmen (1948)
88707,7,American Flyers (1985)
100318,19,Pacific Heights (1990)
58625,7,Woman in the Dunes (1964)
186975,10,Down to You (2000)
197544,21,Hellhounds on My Trail: The Afterlife of Robert Johnson (2000)
120662,7,Eye of the Beholder (1999)
126651,10,Santitos (1999)
105417,10,Sister Act (1992)
106246,0,Alive (1993)
108525,10,Wayne's World 2 (1993)
143344,3,Knockout (2000)
116102,10,Different for Girls (1996)
62376,7,"To Sir, with Love (1967)"
190138,10,The Whole Nine Yards (2000)
159272,10,Beautiful People (1999)
18773,10,The Circus (1928)
40506,3,Key Largo (1948)
97372,21,For All Mankind (1989)
74695,7,Cross of Iron (1977)
47898,22,Bride of the Monster (1955)
78902,10,Breaking Away (1979)
68323,0,Buck and the Preacher (1972)
28282,7,Song of Freedom (1936)
102138,7,JFK (1991)
92834,10,Date with an Angel (1987)
92666,10,Blind Date (1987)
82474,0,The Great Muppet Caper (1981)
89994,0,Follow That Bird (1985)
44517,0,The Crimson Pirate (1952)
91939,10,She's Gotta Have It (1986)
96054,10,School Daze (1988)
78950,7,The Champ (1979)
92857,3,Death Wish 4: The Crackdown (1987)
101787,7,Dying Young (1991)
165929,3,Romeo Must Die (2000)
54997,7,The Hustler (1961)
74718,7,Jonah Who Will Be 25 in the Year 2000 (1976)
68713,22,Horror Express (1972)
85919,10,Max Dugan Returns (1983)
100157,24,Misery (1990)
89643,10,Murphy's Romance (1985)
186151,24,Frequency (2000)
172632,7,Joe Gould's Secret (2000)
16640,24,The Bells (1926)
97940,10,Mystery Train (1989)
82031,10,Arthur (1981)
93776,14,Prick Up Your Ears (1987)
154421,10,Idioterne (1998)
180793,7,The Last September (1999)
112634,3,Carnosaur 2 (1995)
156460,7,Defying Gravity (1997)
167203,0,I Dreamed of Africa (2000)
153464,7,Up at the Villa (2000)
80923,22,Inferno (1980)
171359,7,Hamlet (2000)
54692,10,Blue Hawaii (1961)
41716,10,On the Town (1949)
154443,10,8 _ Women (1999)
64757,3,On Her Majesty's Secret Service (1969)
118834,7,Those Who Love Me Can Take the Train (1998)
90644,22,Anguish (1987)
54953,3,The Guns of Navarone (1961)
70130,10,La grande bouffe (1973)
98143,5,Puppetmaster (1989)
100438,5,Puppet Master II (1990)
102728,5,Puppet Master III: Toulon's Revenge (1991)
84522,10,Porky's (1981)
92563,24,Angel Heart (1987)
87262,3,Firestarter (1984)
94882,7,Clara's Heart (1988)
93605,3,Near Dark (1987)
187393,3,The Patriot (2000)
200669,7,The Golden Bowl (2000)
76257,10,The Kentucky Fried Movie (1977)
89604,3,Missing in Action 2: The Beginning (1985)
161081,7,What Lies Beneath (2000)
104299,3,Freejack (1992)
77742,7,Interiors (1978)
80472,3,Bronco Billy (1980)
110823,3,Phantasm III: Lord of the Dead (1994)
130444,14,Aimee & Jaguar (1999)
138681,10,The Opportunists (2000)
53318,7,"Suddenly, Last Summer (1959)"
88206,3,Supergirl (1984)
234137,10,Love & Sex (2000)
259207,21,Backstage (2000)
181875,0,Almost Famous (2000)
197384,7,Crime + Punishment in Suburbia (2000)
134630,10,Duets (2000)
95294,22,Hellbound: Hellraiser II (1988)
56860,10,Beach Party (1963)
46876,22,Creature from the Black Lagoon (1954)
36261,7,Phantom of the Opera (1943)
259974,12,Digimon: The Movie (2000)
180093,7,Requiem for a Dream (2000)
113269,7,Haunted (1995)
160127,3,Charlie's Angels (2000)
88850,10,Brewster's Millions (1985)
208092,10,Snatch (2000)
156807,10,Mr. Accident (2000)
120917,12,The Emperor's New Groove (2000)
219699,7,The Gift (2000)
218967,10,The Family Man (2000)
210299,7,Songcatcher (2000)
120202,10,State and Main (2000)
149624,7,All the Pretty Horses (2000)
84434,7,An Officer and a Gentleman (1982)
53580,0,The Alamo (1960)
194218,10,Panic (2000)
212423,10,Zheng hun qi shi (1998)
92546,10,Amazon Women on the Moon (1987)
92718,10,Can't Buy Me Love (1987)
92904,7,Dogs in Space (1986)
92965,7,Empire of the Sun (1987)
92997,3,Extreme Prejudice (1987)
93093,7,The Glass Menagerie (1987)
93186,10,Hiding Out (1987)
93278,3,Ishtar (1987)
93539,10,Million Dollar Mystery (1987)
93562,7,A Month in the Country (1987)
191636,7,La veuve de Saint-Pierre (2000)
179626,3,15 Minutes (2001)
192071,10,Get Over It (2001)
236447,21,Long Night's Journey Into Day (2000)
100842,10,The Unbelievable Truth (1989)
46899,3,Demetrius and the Gladiators (1954)
113026,6,The Fantasticks (1995)
37800,7,'I Know Where I'm Going!' (1945)
68617,3,Fuzz (1972)
102517,10,Necessary Roughness (1991)
87015,22,C.H.U.D. (1984)
236784,10,The Tailor of Panama (2001)
238588,7,Shadow Magic (2000)
240515,10,Freddy Got Fingered (2001)
56937,14,Cleopatra (1963)
60429,10,Frankie and Johnny (1966)
58453,10,Paris When It Sizzles (1964)
101902,10,For the Boys (1991)
66011,7,Love Story (1970)
48021,24,Rififi (1955)
157411,19,1732 Hítten (1998)
210727,7,Himalaya (1999)
102343,10,Love Potion No. 9 (1992)
95082,7,Eight Men Out (1988)
53221,3,Rio Bravo (1959)
60934,0,The Sand Pebbles (1966)
254099,10,The Anniversary Party (2001)
212827,14,Bride of the Wind (2001)
105699,24,Unlawful Entry (1992)
92272,7,Youngblood (1986)
47574,10,There's No Business Like Show Business (1954)
84805,10,Tootsie (1982)
90770,24,The Boys Next Door (1985)
230011,12,Atlantis: The Lost Empire (2001)
58249,24,Diary of a Chambermaid (1964)
59124,10,Dr. Goldfoot and the Bikini Machine (1965)
28167,14,Rembrandt (1936)
59095,3,The 10th Victim (1965)
67824,3,The Big Boss (1971)
250494,10,Legally Blonde (2001)
242193,14,Bully (2001)
245280,21,Michael Jordan to the Max (2000)
120327,0,Thrill Ride: The Science of Fun (1997)
238015,21,All Access: Front Row. Backstage. Live! (2001)
94594,7,1969 (1988)
94602,3,Above the Law (1988)
94824,10,Caddyshack II (1988)
94846,10,Casual Sex? (1988)
94889,10,Cocktail (1988)
90887,3,Critters (1986)
95178,7,Fresh Horses (1988)
95599,7,Masquerade (1988)
95638,10,The Milagro Beanfield War (1988)
95687,10,My Stepmother Is an Alien (1988)
95963,3,Red Heat (1988)
89907,10,The Return of the Living Dead (1985)
96037,10,Satisfaction (1988)
96071,5,The Serpent and the Rainbow (1988)
96098,3,Shoot to Kill (1988)
96180,24,Stormy Monday (1988)
96380,10,Vice Versa (1988)
96804,3,American Ninja 3: Blood Hunt (1989)
96943,14,Blaze (1989)
97044,10,Chances Are (1989)
97142,7,Dad (1989)
97166,3,Dead Bang (1989)
97458,7,Gross Anatomy (1989)
97567,7,Immediate Family (1989)
97635,7,Jesus of Montreal (1989)
97731,10,Let It Ride (1989)
222851,24,Brother (2000)
162346,10,Ghost World (2001)
123948,24,Cure (1997)
98188,3,Renegades (1989)
98224,10,Rosalie Goes Shopping (1989)
98273,24,Sea of Love (1989)
98471,3,Three Fugitives (1989)
98536,10,Turner & Hooch (1989)
98663,0,The Wizard (1989)
87089,24,The Cotton Club (1984)
87130,3,Def-Con 4 (1985)
221559,7,On the Edge (2001)
206926,10,Maybe Baby (2000)
269341,10,Two Can Play That Game (2001)
243595,24,Kill Me Later (2001)
180734,7,Hardball (2001)
243759,6,The American Astronaut (2001)
70294,22,The Legend of Hell House (1973)
75132,1,The Return of a Man Called Horse (1976)
82770,7,Montenegro (1981)
29081,3,King Solomon's Mines (1937)
79766,7,Quadrophenia (1979)
236034,10,Born Romantic (2000)
245891,3,Extremedays (2001)
80437,7,The Big Red One (1980)
80569,24,Cruising (1980)
82226,21,D.O.A. (1980)
80603,0,Death Ship (1980)
219965,10,Bandits (2001)
84043,17,Hail Columbia! (1982)
200027,14,Riding in Cars with Boys (2001)
272152,7,K-PAX (2001)
246578,7,Donnie Darko (2001)
234988,7,La ville est tranquille (2000)
198781,12,"Monsters, Inc. (2001)"
252503,3,Heist (2001)
266987,3,Spy Game (2001)
70169,24,Hell Up in Harlem (1973)
80646,22,Don't Go in the House (1979)
80707,3,The Exterminator (1980)
283509,7,No Man's Land (2001)
20697,7,The Blue Angel (1930)
101452,0,Bill & Ted's Bogus Journey (1991)
89283,3,The Holcroft Covenant (1985)
94318,0,White Water Summer (1987)
228687,12,Otesíçnek (2000)
105287,0,Yu pu tuan: Tou qing bao jian (1991)
51201,24,Witness for the Prosecution (1957)
248667,14,Ali (2001)
105789,7,The Waterdance (1992)
99044,3,Another 48 Hrs. (1990)
86205,10,Romantic Comedy (1983)
103129,10,Truly Madly Deeply (1990)
48312,14,The Long Gray Line (1955)
57071,1,4 for Texas (1963)
55257,1,One-Eyed Jacks (1961)
245844,3,The Count of Monte Cristo (2002)
106223,0,The Adventures of Huck Finn (1993)
87233,7,Falling in Love (1984)
47688,7,Young at Heart (1954)
188453,10,Birthday Girl (2001)
101891,7,The Five Heartbeats (1991)
70354,3,The Man from Acapulco (1973)
81698,10,Used Cars (1980)
259288,7,Dragonfly (2002)
275067,22,Wendigo (2001)
57889,7,Black Like Me (1964)
69729,3,The Arena (1974)
92576,22,StageFright (1987)
38057,7,Scarlet Street (1945)
80846,0,Hawk the Slayer (1980)
80888,2,Honeysuckle Rose (1980)
80904,22,Humanoids from the Deep (1980)
81109,14,The Man Who Saw Tomorrow (1981)
81248,22,Burial Ground: The Nights of Terror (1981)
81259,3,The Octagon (1980)
284490,3,Showtime (2002)
81420,7,Return of the Secaucus Seven (1979)
81499,3,Shi di chu ma (1980)
86325,10,Smokey and the Bandit Part 3 (1983)
266452,10,Death to Smoochy (2002)
246134,10,Lucky Break (2001)
39204,7,Body and Soul (1947)
50086,7,3:10 to Yuma (1957)
98966,10,3 Men and a Little Lady (1990)
247586,24,Nine Queens (2000)
287645,7,Rain (2001)
120467,24,Vulgar (2000)
88758,0,The Aviator (1985)
88256,7,Thief of Hearts (1984)
77234,24,The Big Sleep (1978)
111701,0,White Fang 2: Myth of the White Wolf (1994)
78916,22,Beyond the Darkness (1979)
45591,10,Calamity Jane (1953)
38589,10,The Harvey Girls (1946)
79429,3,The Lady in Red (1979)
121765,3,Star Wars: Episode II - Attack of the Clones (2002)
49038,10,Bus Stop (1956)
44557,7,Don't Bother to Knock (1952)
44916,10,Monkey Business (1952)
90570,14,84 Charing Cross Road (1987)
105219,3,Rapid Fire (1992)
298798,10,Cherish (2002)
87042,10,Cheech & Chong's The Corsican Brothers (1984)
90021,22,Silver Bullet (1985)
40823,7,"Sorry, Wrong Number (1948)"
51739,10,The Horse's Mouth (1958)
265591,10,Pumpkin (2002)
257044,24,Road to Perdition (2002)
50084,5,20 Million Miles to Earth (1957)
254455,7,Sex and Lucia (2001)
271367,3,Eight Legged Freaks (2002)
61653,0,Fathom (1967)
303356,21,Biggie and Tupac (2002)
93780,3,The Principal (1987)
180052,10,The Adventures of Pluto Nash (2002)
256276,7,Possession (2002)
280424,10,Amy's Orgasm (2001)
283991,10,Children on Their Birthdays (2002)
300453,6,Satin rouge (2002)
109368,7,Camilla (1994)
49452,7,Love Me Tender (1956)
22599,10,íó Nous la Libertí© (1931)
103125,7,True Colors (1991)
269095,24,City by the Sea (2002)
87507,3,Johnny Dangerously (1984)
44876,10,The Man in the White Suit (1951)
256415,10,Sweet Home Alabama (2002)
271259,10,Welcome to Collinwood (2002)
58379,3,Mothra vs. Godzilla (1964)
197521,3,"Godzilla, King of the Monsters! (1956)"
79668,24,The Onion Field (1979)
119068,9,Ernest Goes to Africa (1997)
93113,1,Django 2 - Il grande ritorno (1987)
70680,3,Shamus (1973)
292644,10,The Rules of Attraction (2002)
283084,7,Tuck Everlasting (2002)
328962,21,Comedian (2002)
227984,3,Formula 51 (2001)
296166,10,Real Women Have Curves (2002)
81964,10,...All the Marbles (1981)
81974,7,Absence of Malice (1981)
82700,0,Cannibal Ferox (1981)
82183,0,La chíÂvre (1981)
82242,22,Dead & Buried (1981)
175739,7,Historien om Kim Skov (1981)
82639,10,"Ladies and Gentlemen, the Fabulous Stains (1982)"
82661,7,Lili Marleen (1981)
82755,10,Mis (1981)
82776,24,Ms .45 (1981)
295725,7,Time Changer (2002)
47880,24,The Big Knife (1955)
60921,10,The Russians Are Coming the Russians Are Coming (1966)
58756,10,The World of Henry Orient (1964)
220331,10,Besotted (2001)
246266,7,Blackboards (2000)
297162,3,Half Past Dead (2002)
106215,10,Accií_n mutante (1993)
280870,3,Liberty Stands Still (2002)
42895,8,Rio Grande (1950)
83064,3,Sharky's Machine (1981)
83113,0,Sphinx (1981)
303396,7,Smokers Only (2001)
133240,12,Treasure Planet (2002)
283632,22,They (2002)
103959,10,Chopper Chicks in Zombietown (1989)
90368,7,A Cruel Romance (1984)
77713,22,I Spit on Your Grave (1978)
289848,10,Analyze That (2002)
218581,7,Scarlet Diva (2000)
83276,10,Varn!ng fí_r Jí_nssonligan (1981)
83284,3,Victory (1981)
83326,7,Whose Life Is It Anyway? (1981)
83739,3,Class of 1984 (1982)
182060,3,Dí_nyayi Kurtaran Adam (1982)
307901,7,25th Hour (2002)
168786,14,Antwone Fisher (2002)
101606,3,Company Business (1991)
33152,0,The Thief of Bagdad (1940)
49934,7,War and Peace (1956)
50147,22,Attack of the Crab Monsters (1957)
183056,7,Esther Kahn (2000)
45917,22,Invaders from Mars (1953)
73115,7,The Story of O (1975)
